代號,名稱,標的證券,標的證券ROI%,IV_HV_ratio,隱含波動,歷史波動性,有效槓桿,當日成交量
035067,強茂統一57購01,2481   強茂,0.3401,1.994737735528773,1.1751,0.5891,1.775,10
